genres,original_language,popularity,budget,revenue,runtime,vote_average,vote_count
Comedy,en,23.845,5000,15104.31,102,6.6,1266
Comedy,en,23.759,7600,55600,87,6.042,1297
Drama,en,23.747,20000,57588.485,118,6.9,420
Drama,en,23.746,75000,200276,121,6.927,3475
Drama,en,23.737,32000,108902.486,124,7.448,2645
Drama,fr,23.72,5740,9923.127,120,8.2,2011
Drama,en,23.714,15000,43101.594,156,7.6,2897
Comedy,en,23.692,65000,179379.533,83,6.174,5403
Comedy,en,23.621,7500,232372.681,96,7,6752
Drama,en,23.618,5037,14483.352,168,7.1,157
Comedy,en,23.555,14800,117813.057,115,6.169,1669
Comedy,en,23.5,20000,69766.483,117,6.2,1163
Comedy,en,23.493,19000,140376.621,122,6.8,1374
Comedy,en,23.486,150000,245527.149,113,6,6556
Comedy,en,23.454,55000,152263.88,97,6.1,2537
Drama,en,23.405,20000,14710.975,149,6.6,2217
Comedy,en,23.402,40000,288485.135,119,6.5,3905
Drama,en,23.388,26000,14821.658,137,7.1,819
Comedy,en,23.378,60000,219417.255,128,7.324,6855
Comedy,en,23.378,35000,209838.559,98,6.6,5798
Comedy,en,23.374,50000,202292.902,115,7.307,2835
Comedy,en,23.366,35000,173965.01,111,5.8,3050
Drama,en,23.363,11000,18129.854,109,7.523,4108
Comedy,en,23.351,17000,66316.289,110,8,5682
Comedy,en,23.327,55000,149022.65,104,6.8,2226
Drama,en,23.314,85000,162242.962,146,7.682,2622
Drama,en,23.304,35000,15185.241,107,4.281,498
Drama,en,23.268,72000,97076.152,123,6.602,2457
Comedy,en,23.215,29000,48453.605,118,6.7,3299
Comedy,en,23.209,50000,50054.511,118,6.6,804
Comedy,en,23.207,28000,75100,100,6.7,2727
Comedy,en,23.188,26000,88092.097,116,6.713,3445
Drama,en,23.156,60000,137551.594,106,6.6,5441
Drama,en,23.122,20000,157600,110,6.49,2663
Comedy,en,23.122,9000,25327.5,100,6.3,3051
Drama,en,23.118,100000,193772.504,168,7.314,5840
Comedy,en,23.107,50000,273552.592,138,6.9,2788
Comedy,en,23.086,28000,133346.506,131,7.335,7956
Drama,en,23.056,90000,171120.329,150,7.4,3821
Drama,en,23.021,25000,7649.973,121,7.549,2068
Comedy,en,23.019,70000,101371.017,106,6.39,4778
Drama,en,22.998,30000,29413.9,123,6.4,268
Drama,en,22.99,2000,2381.087,102,7.379,1678
Comedy,en,22.981,39000,75850.624,125,5.5,1486
Comedy,en,22.953,75000,108145.109,116,7.091,5634
Drama,en,22.939,55000,100230.832,162,6.8,1466
Comedy,en,22.908,20000,111037.232,89,6.9,1565
Drama,en,22.876,6000,180.851,119,5.3,925
Comedy,en,22.847,85000,144000,97,6.207,1225
Comedy,en,22.843,10000,103166.989,95,6.323,1775
Comedy,en,22.799,20000,9496.13,86,6.617,1154
Drama,fr,22.782,4900,3494.07,138,8.245,2566
Drama,en,22.781,1000,34522.221,129,7.5,293
Comedy,en,22.775,41300,106371.651,98,6.447,1599
Drama,en,22.775,291,12000,71,7.5,1455
Comedy,en,22.767,28000,90449.929,98,6.2,1476
Comedy,en,22.75,365,1400,90,4.3,394
Comedy,en,22.725,22000,84772.742,84,5.1,1069
Drama,en,22.699,15000,1592.853,128,5.883,236
Comedy,en,22.671,7000,34368.475,102,6.863,614
Drama,en,22.627,14000,30749.142,118,4.5,569
Drama,en,22.592,7000,2360.281,102,6.297,826
Drama,en,22.568,15000,85306.374,124,7.4,3638
Drama,en,22.556,50000,106956.33,129,6.1,1532
Drama,en,22.482,11000,119418.501,130,7.7,1134
Drama,en,22.475,55000,89519.773,119,7.2,2138
Drama,en,22.439,30000,131016.624,123,7.655,3759
Comedy,en,22.287,9000,24922.237,107,7,1126
Comedy,en,22.283,15000,151831.537,92,6.1,1505
Drama,en,22.27,30000,150847.207,125,7.3,4682
Drama,en,22.256,35000,47756.59,130,7.3,3248
Drama,en,22.235,15000,3756.869,134,7.6,2381
Drama,en,22.203,27000,56308.881,110,7.5,3587
Drama,en,22.177,22000,92542.418,132,7.566,2052
Drama,en,22.176,40000,60917.189,123,6.661,2336
Drama,en,22.168,60000,101134.059,124,6.515,3744
Drama,en,22.149,10000,17287.898,121,7.8,1836
Comedy,en,22.124,30000,15391.979,104,6.347,1621
Drama,en,22.123,48000,124305.181,113,6.7,1056
Comedy,en,22.03,21000,94017.294,102,6.3,1778
Comedy,en,22.022,68000,55003.89,135,5.303,3295
Comedy,en,22.013,40000,190212.113,98,6.273,2499
Comedy,en,22.006,50000,113309.743,115,5.584,925
Comedy,en,21.965,80000,203509.374,80,5.6,769
Drama,en,21.922,24000,182016.617,135,7.7,1817
Comedy,en,21.922,32500,288383.523,125,6.5,3961
Comedy,en,21.869,65000,250821.495,119,6.657,2828
Comedy,en,21.845,22000,14800,115,7.1,331
Comedy,en,21.831,60000,50650.079,90,5.3,1216
Comedy,en,21.817,80000,73521.587,108,6.6,656
Drama,en,21.806,15000,378410.542,120,7.732,9879
Drama,en,21.799,40000,37357.216,134,7.099,3939
Drama,en,21.793,40000,27423.319,133,7,1671
Comedy,en,21.787,22000,76196.538,94,6.3,810
Drama,en,21.756,15000,19145.732,90,5.408,2923
Drama,en,21.755,10000,1585.582,92,6,596
Drama,en,21.716,2500,5987.386,101,7.965,3469
Drama,en,21.681,24000,63543.328,113,6.6,1489
Comedy,en,21.659,9000,84542.002,80,6.705,1246
Drama,en,21.644,6000,2944.752,94,6.939,352
Drama,en,21.635,10500,27400,93,5.9,2036
Drama,en,21.63,10500,76347.426,98,6.8,2779
Comedy,en,21.602,20000,216197.492,92,5.6,4246
Comedy,en,21.58,45000,14793.624,91,5.7,446
Drama,en,21.572,40000,30930.984,113,6,495
Drama,en,21.568,40000,88000,125,7.2,309
Comedy,en,21.529,52000,216485.654,125,5.9,2792
Comedy,en,21.524,20000,35739.755,104,6.583,1780
Comedy,en,21.516,30000,219922.417,129,6.3,3507
Comedy,en,21.507,2540.8,7200,103,8.167,2669
Comedy,en,21.49,55000,187361.754,94,5.922,2583
Drama,en,21.47,12000,22800,114,7.4,606
Drama,en,21.447,7000,8400,163,7.2,974
Comedy,en,21.44,2000,11000,125,8.35,2852
Comedy,en,21.427,20000,86865.564,85,3.9,1341
Drama,en,21.427,22500,29252.978,117,7.444,7104
Drama,en,21.424,40000,116300,108,5.4,560
Comedy,en,21.349,45000,114501.299,105,5.7,1914
Drama,en,21.335,12000,17768.012,100,5.8,566
Comedy,en,21.319,85000,58292.295,90,5.9,1578
Drama,en,21.313,44000,71000,248,7,687
Comedy,en,21.31,10000,25155.355,125,7.053,1480
Comedy,en,21.294,12000,21001.563,117,6.4,133
Drama,en,21.263,1805,4905,98,6.521,96
Comedy,en,21.241,19000,36192.775,108,6.007,800
Comedy,en,21.238,864,3000,102,7.1,109
Comedy,en,21.21,3000,18637.69,94,6.271,665
Drama,en,21.203,14000,63513.743,120,6.9,582
Drama,en,21.195,26000,206678.44,126,7.7,3733
Comedy,en,21.13,36000,83200,105,5.7,1863
Comedy,en,21.114,25000,46333.545,108,7.157,1938
Comedy,en,21.043,24000,87135.52,88,6.577,1528
Comedy,en,21.035,14000,154856.263,98,7,1726
Drama,en,21.01,6500,3909.002,102,6.952,2776
Comedy,en,21.009,20000,50732.139,105,6.229,1447
Comedy,en,20.989,10000,80340.218,96,6.8,727
Drama,en,20.986,13000,35401.758,118,8,8395
Comedy,en,20.981,22000,26713.187,112,6.8,704
Drama,en,20.977,5000,14784.114,108,7.3,2563
Comedy,en,20.951,22000,22400.154,83,5.2,777
Drama,en,20.942,13800,27100.027,89,6.7,883
Comedy,en,20.936,6000,32438.988,90,4.6,2039
Comedy,en,20.926,30000,33013.805,113,6.7,1074
Comedy,en,20.893,71000,294456.605,85,5.7,2720
Comedy,en,20.848,28000,27139.524,96,6.076,2518
Drama,en,20.847,5000,854.319,94,6.227,861
Drama,en,20.847,46000,23737.523,161,7.1,2726
Drama,en,20.832,25000,15431.177,120,7.235,422
Comedy,en,20.806,30000,90754.475,102,5.8,498
Drama,en,20.805,7000,167221.571,110,6.158,2760
Drama,en,20.803,38000,252276.927,110,7.304,4711
Drama,en,20.797,12000,43440.294,123,7,876
Comedy,en,20.79,47000,102825.796,96,6,2053
Drama,en,20.787,30000,5186.767,104,5.9,1721
Comedy,en,20.777,21000,71441.25,110,7.494,4231
Drama,en,20.761,4000,65046.687,111,7.4,6376
Comedy,en,20.745,65000,158851.357,93,5.824,1694
Drama,en,20.744,4000,119723.856,102,7.393,6401
Comedy,en,20.735,60000,47318.56,107,5.505,2464
Comedy,en,20.719,45000,165184.237,103,6.7,1359
Comedy,en,20.702,2000,43625.095,88,6.4,766
Drama,en,20.7,2962.051,3011.195,108,6.6,259
Drama,en,20.687,6000,8618.766,120,7.63,2905
Drama,en,20.682,35000,40263.02,112,6.694,901
Drama,en,20.65,25000,50401.502,137,7.919,1877
Drama,en,20.644,20000,60000,127,7.7,1073
Comedy,en,20.635,40000,32853.64,102,5.76,906
Comedy,en,20.626,14000,57915.972,88,6.165,490
Drama,en,20.618,5400,32855.818,201,7.6,565
Drama,en,20.595,40000,114830.111,99,7,2560
Comedy,en,20.583,25000,55494.066,111,6.7,550
Drama,en,20.574,3500,27900,97,7.5,628
Comedy,en,20.56,50000,177502.387,116,6.735,3294
Drama,en,20.519,10000,94973.54,139,7.1,1291
Drama,en,20.517,10000,27610.873,118,6.7,938
Comedy,en,20.488,11000,31672.907,92,6.8,650
Drama,en,20.472,11000,29355.203,104,6.5,1682
Comedy,en,20.471,30000,180622.424,108,6.4,1328
Comedy,en,20.463,4600,23198.652,103,7.125,1518
Drama,en,20.456,28000,186797.986,136,7.493,2498
Comedy,en,20.438,10000,12827.813,90,7.374,2554
Comedy,en,20.412,25000,59192.128,101,5.894,1291
Drama,en,20.392,50000,36348.784,135,7.2,1868
Comedy,en,20.378,29000,26925.979,83,6.3,574
Comedy,en,20.356,32000,79082.515,102,5.3,2659
Comedy,en,20.353,19000,6928.068,97,6,565
Comedy,en,20.348,37500,111353.135,126,7.1,1078
Comedy,en,20.303,32000,225097.437,97,6.651,3465
Drama,en,20.297,500,110.834,80,5.2,285
Comedy,en,20.296,37000,96455.697,98,6.7,4515
Drama,en,20.295,35000,45479.11,101,6.05,867
Comedy,en,20.29,11000,8266.343,85,6.6,1304
Comedy,en,20.229,17000,30331.165,81,6.6,740
Comedy,en,20.226,80,18.37,102,7,160
Drama,en,20.21,21000,30718.107,95,6.2,1175
Drama,en,20.201,26000,65705.772,121,7.4,1232
Drama,en,20.193,35000,13785.015,106,5.7,759
Comedy,en,20.174,30000,115375.85,89,6.2,2714
Drama,en,20.167,60000,204594.016,133,6.2,2143
Comedy,en,20.16,2239,10000,113,7.5,1056
Drama,en,20.151,19000,2536,109,7.794,2087
Drama,fr,20.129,13749.4,2842.04,90,6.3,669
Drama,en,20.105,52000,98126.565,171,7.449,2558
Comedy,en,20.031,6000,70136.369,103,7.6,4217
Comedy,en,19.999,16000,119754.278,93,6.2,1603
Drama,en,19.965,38000,13143.056,121,6.824,1802
Drama,en,19.958,17000,43202.283,86,6.319,2574
Comedy,en,19.945,83000,59468.275,90,4.804,631
Drama,en,19.933,10000,7864.905,115,6,566
Drama,en,19.923,22000,50750,175,7.2,658
Drama,en,19.914,100000,35168.966,138,6.5,835
Comedy,en,19.883,9000,23936.908,88,6.5,1772
Comedy,en,19.875,18000,43387.445,98,6.5,777
Drama,en,19.859,17000,127730.736,95,6.1,3169
Drama,en,19.822,10500,261.465,92,5.7,776
Comedy,en,19.811,35000,140795.793,125,5.784,2371
Comedy,en,19.808,6000,20.543,100,5.5,283
Comedy,en,19.803,12000,41205.099,92,6.613,2311
Drama,en,19.796,40000,124731.534,152,7.442,1587
Drama,en,19.742,40000,65754.228,119,6.9,1100
Drama,en,19.72,52000,256271.286,131,7.4,2822
Drama,en,19.699,45000,175372.502,97,7.167,3316
Comedy,en,19.694,53000,118200,93,6.1,1526
Drama,en,19.684,1400,35700,128,7.157,1166
Drama,en,19.669,35000,15304.89,96,6.955,2563
Drama,en,19.649,6000,1305.195,106,5.903,1074
Drama,en,19.647,27000,231976.425,162,7.2,1911
Comedy,en,19.622,2000,13167.232,86,6.395,782
Comedy,en,19.617,37000,163720.069,96,6.628,4055
Comedy,en,19.594,12000,31155.435,93,6.3,810
Drama,en,19.582,15000,96408.652,96,6.8,3324
Drama,en,19.53,40000,44922.302,139,6.7,1073
Drama,en,19.526,9800,5566.776,152,7.168,2298
Comedy,en,19.518,19000,39267.515,85,4.146,688
Drama,en,19.487,6000,13609.396,89,6.5,411
Comedy,en,19.468,5000,5224.938,89,7.3,2349
Drama,en,19.453,18000,40651.864,110,5.507,4042
Comedy,fr,19.424,23030,66000,118,6,881
Comedy,en,19.38,68000,68267.862,102,5.6,2054
Comedy,en,19.354,2883.848,25000,122,8.1,3034
Drama,en,19.303,30000,8484.418,119,7,1286
Drama,en,19.288,270,319.285,90,6.371,545
Drama,en,19.243,18000,77200,130,7.5,2600
Comedy,en,19.234,28000,130560.428,104,6.3,1983
Comedy,en,19.209,5000,9341.824,84,6.9,1022
Drama,en,19.206,60000,256697.52,108,6.438,3577
Comedy,en,19.197,1500,208.55,84,5.8,524
Drama,en,19.192,14000,13657.649,96,6.1,1497
Comedy,en,19.18,13000,31167.388,88,5.9,476
Drama,en,19.179,15000,10907.485,116,6.9,734
Drama,en,19.165,55000,168167.691,123,7.609,6137
Comedy,en,19.152,12000,84500.122,97,5.5,1004
Drama,en,19.152,3600,49800,111,7.3,1187
Comedy,en,19.148,50000,110803.676,104,5.498,987
Comedy,en,19.133,60000,199043.242,101,6.358,1813
Comedy,en,19.087,75000,71600,146,5.9,1227
Drama,en,19.075,20000,3000,124,6.5,206
Comedy,en,19.06,6000,39241.323,92,6,1600
Comedy,en,19.051,8000,39187.783,100,7.1,3342
Comedy,en,19.012,25000,30722.632,80,7.178,2579
Drama,en,19.008,7500,145793.296,99,7.227,1308
Drama,en,19.004,1500,4500,111,7.56,1425
Drama,en,19,27000,129000,101,6.653,1963
Comedy,en,18.967,50000,171269.535,96,5.8,1955
Drama,en,18.966,26000,35926.213,117,7.5,2339
Drama,en,18.965,2000,11303.04,112,7.4,2364
Drama,en,18.961,110000,213700,170,7.2,4683
Comedy,en,18.948,28000,134402.45,105,6.4,1932
Comedy,en,18.947,10000,49998.613,110,6.1,649
Comedy,en,18.925,80000,55041.367,130,6,1140
Drama,en,18.92,55000,74237.563,114,6.714,1090
Drama,en,18.9,15000,16322.067,113,6.5,1314
Comedy,en,18.895,80000,177977.226,93,5.6,2069
Drama,en,18.895,14000,3621.046,106,7.29,1714
Drama,en,18.891,100,1929.659,93,7.105,2040
Drama,fr,18.887,2600,15300,98,8.076,3321
Drama,en,18.877,23000,76490.72,92,6.5,1817
Comedy,en,18.877,11000,45967.935,114,7.1,2870
Comedy,en,18.867,20000,32054.369,105,6.3,1134
Drama,en,18.853,5000,26010.864,124,8.053,3108
Comedy,en,18.845,26000,90574.188,95,6.7,3630
Comedy,en,18.845,18000,251212.67,89,6.448,2085
Drama,en,18.818,16000,45361,130,7.562,2862
Drama,en,18.818,10000,4232.034,135,7.353,1774
Comedy,en,18.805,40000,54682.547,110,6.5,1828
Comedy,en,18.803,38000,118102.725,111,6.367,3736
Drama,en,18.802,39000,101344.412,108,6.934,2147
Comedy,en,18.797,56000,142044.638,118,5.9,1949
Drama,en,18.797,4000,44909.486,113,6.8,803
Drama,en,18.796,10000,4596.705,105,7.5,1184
Comedy,en,18.79,8000,45640.143,94,6.146,2419
Drama,fr,18.783,15300,10366.36,94,6.6,1061
Drama,en,18.782,11000,17423.03,100,7,971
Drama,en,18.78,26000,17496.992,108,6.7,420
Drama,en,18.768,7000,10765.283,113,7.6,2438
Drama,en,18.746,58000,102854.431,95,6.9,2056
Comedy,en,18.738,1600,6300,86,7.575,3316
Comedy,fr,18.731,13000,176404.493,94,6.7,3164
Drama,en,18.712,50000,120081.841,124,6.739,2378
Comedy,en,18.687,3000,23509.382,92,5.3,128
Drama,en,18.658,50000,159710.793,125,7.148,1251
Drama,en,18.657,8200,286214.286,174,7.7,2815
Comedy,en,18.651,13000,22863.596,113,7.4,3723
Drama,en,18.649,44500,232325.503,120,7.3,7507
Comedy,en,18.645,50000,41482.207,106,6.4,2167
Drama,en,18.637,8300,4300,109,7.3,474
Drama,en,18.63,43000,93983.911,104,6.6,1925
Drama,en,18.626,50000,179769.467,116,7,4129
Comedy,en,18.621,50000,80383.29,107,6.315,724
Drama,en,18.613,70000,154937.68,134,6.752,929
Comedy,en,18.607,99000,246233.113,88,6.863,1410
Drama,en,18.596,12000,1790.061,111,6.3,285
Drama,en,18.589,20000,192199.131,122,7.1,968
Comedy,en,18.545,6900,8000,102,7.3,1893
Drama,en,18.534,60000,30800.231,118,6.272,1219
Comedy,en,18.525,30000,105173.115,111,6.5,2985
Comedy,en,18.519,10000,26488.734,90,6.2,1388
Comedy,en,18.516,85000,187134.117,115,6.019,2022
Drama,en,18.513,45000,4607.608,139,6.611,312
Comedy,en,18.478,90000,102000,93,5.689,1134
Drama,fr,18.478,3000,249.083,134,6.4,2061
Drama,en,18.47,1200,24741.667,101,6.9,729
Comedy,en,18.447,35000,219400,99,6.093,2867
Drama,en,18.434,13000,131706.809,113,6.6,1135
Comedy,en,18.386,60000,35060.882,103,5.8,711
Drama,en,18.377,25000,115922.175,132,7.3,2666
Drama,en,18.374,7400,15946.321,135,7.204,3037
Drama,en,18.368,15000,27462.041,99,6.3,1824
Drama,en,18.367,55000,43000,143,7.267,569
Drama,en,18.337,11000,111858.363,200,7.5,946
Drama,en,18.311,42000,270248.367,155,6.736,1702
Comedy,en,18.305,8000,6491.24,102,7,2128
Comedy,en,18.301,4000,20745.728,94,7.8,3766
Comedy,en,18.25,35100,70200,103,6.6,554
Drama,en,18.248,90000,60289.912,158,7.5,1557
Comedy,en,18.23,5000,64282.312,88,6.3,1493
Comedy,en,18.226,6000,4591.629,89,5.541,315
Drama,en,18.191,15000,414211.549,118,7.7,7828
Comedy,en,18.183,15000,8762.89,102,6,490
Comedy,en,18.148,27000,179033.791,114,6.4,635
Comedy,en,18.139,35000,94728.529,103,5.9,1479
Comedy,en,18.128,4000,125728.258,94,6.4,730
Comedy,en,18.126,25000,441286.195,125,7.2,5390
Drama,en,18.085,9000,83304.33,179,7.7,457
Drama,fr,18.069,6800,6788.659,131,8.097,2236
Drama,en,18.047,40000,55707.411,122,7.3,1526
Drama,en,18.046,65000,163247.198,129,6.1,1547
Drama,en,18.045,30000,69363.381,104,5.7,1280
Comedy,en,18.044,25000,14109.284,87,3.3,904
Comedy,en,18.035,11000,252909.177,117,6.6,3194
Drama,en,18.004,35000,66700,153,7.525,1634
Drama,en,17.989,45000,178051.587,117,6.674,1364
Comedy,en,17.967,45000,90683.916,101,7.1,1894
Comedy,en,17.922,13000,123922.37,121,7.3,2277
Comedy,en,17.914,35000,57756.408,123,6.038,754
Comedy,en,17.911,50000,128406.887,97,5.8,1450
Drama,en,17.906,16500,16942.795,126,7.17,625
Drama,en,17.902,80000,266728.738,128,6.6,1377
Comedy,en,17.894,75000,395044.706,113,7.144,2998
Comedy,fr,17.891,24625,38600,102,5.5,884
Comedy,en,17.886,60000,76073.488,132,7.052,2963
Comedy,en,17.877,15000,49500,93,7.238,1588
Drama,en,17.873,11700,88036.683,110,6.9,756
Comedy,en,17.866,30000,65742.992,108,6.873,597
Drama,en,17.847,16000,134582.776,136,7.463,1438
Comedy,en,17.846,15000,76196.538,92,6.24,1351
Comedy,en,17.812,10000,72000,81,6,688
Comedy,en,17.806,23000,185991.646,90,6,1533
Drama,en,17.776,37000,96047.633,114,6.088,1837
Drama,en,17.768,12000,22921.898,121,7,1476
Comedy,en,17.767,6500,4217.115,95,6.7,384
Comedy,en,17.766,5000,26888.376,97,6.9,1128
Drama,en,17.765,1752,5000,110,8.367,2165
Comedy,en,17.737,3000,104945.305,106,7.7,2861
Drama,en,17.736,18000,42067.43,117,6.951,2830
Drama,en,17.71,2000,13129.846,129,8.014,2226
Comedy,en,17.703,100000,202026.112,90,6.2,2090
Comedy,en,17.701,7500,62493.712,109,7.2,1828
Drama,en,17.688,3600,44785.053,113,7.5,1115
Drama,en,17.686,11000,22551,111,7,613
Comedy,en,17.67,15000,9900,143,7.7,2888
Comedy,en,17.664,16000,68263.166,94,7.688,5222
Drama,en,17.662,13000,75511.123,114,6.911,349
Comedy,en,17.653,3000,19444.631,93,6.1,454
Drama,en,17.645,33000,16481.544,104,6,803
Drama,en,17.62,18000,14000,117,6.901,1369
Drama,en,17.617,1000,59.744,117,6.7,897
Comedy,en,17.615,2500,6854.611,95,6.6,2577
Comedy,en,17.608,11000,59827.328,98,6.5,475
Comedy,en,17.607,3000,4900,97,6.9,3108
Drama,en,17.605,26000,6416.063,126,7.374,1216
Comedy,en,17.584,2000,6671.108,92,6.9,352
Comedy,en,17.583,22000,41087.017,91,6.1,1122
Comedy,en,17.554,17000,76800,88,5.48,989
Comedy,en,17.544,6200,9205.924,89,6.2,448
Comedy,fr,17.542,18500,87761.857,99,5.9,1141
Drama,en,17.53,12800,40031.879,141,7.9,1513
Drama,en,17.527,37000,48451.803,189,7.7,3034
Comedy,en,17.523,18000,101564.935,95,5.7,1187
Drama,en,17.503,950,7022.209,103,6.831,2219
Comedy,en,17.496,11000,23430.766,95,5.1,215
Comedy,en,17.495,100000,310650.585,98,5.6,2912
Comedy,en,17.492,30000,82148.538,105,7,2628
Drama,en,17.484,12000,242.115,114,7.289,432
Comedy,en,17.478,38000,122417.389,98,6.5,1084
Comedy,en,17.476,1500,1800,87,8.302,3284
Drama,en,17.472,22500,18671.317,113,7.2,733
Drama,en,17.472,20000,50012.507,103,7.206,787
Comedy,en,17.457,2800,86273.333,106,7.9,2722
Comedy,en,17.427,10000,126.247,83,4.554,735
Drama,en,17.421,258.158,6897.446,86,7.5,1304
Drama,en,17.38,30000,134212.055,125,6.6,912
Comedy,en,17.368,30000,105011.053,118,6,1229
Drama,en,17.333,35000,4858.139,140,6.3,348
Comedy,en,17.331,18000,262552.893,84,6.747,4670
Drama,en,17.324,645.18,14743.391,103,7.549,770
Comedy,en,17.318,41000,91980.359,105,6.543,1527
Comedy,en,17.315,80000,176885.658,103,6.5,1599
Drama,en,17.312,80000,96105.964,129,6.5,1416
Drama,en,17.304,3500,2525.738,113,7.025,1149
Comedy,en,17.279,10000,54999.651,91,6.5,957
Drama,en,17.273,87000,148336.445,141,7,708
Drama,en,17.261,15000,49814.392,92,7.1,742
Drama,en,17.254,22000,64892.67,93,5.7,388
Comedy,en,17.247,31000,185260.553,117,7.038,973
Drama,en,17.243,20000,34077.92,103,6.902,1551
Drama,en,17.242,18000,99206.215,99,7,3111
Comedy,en,17.231,31000,56500.758,103,6.2,266
Drama,en,17.216,7000,20901.859,107,6.769,1161
Drama,en,17.213,5000,34251.525,111,6.4,255
Comedy,en,17.206,45000,306776.732,113,7.113,2357
Drama,en,17.193,50000,110206.216,134,7.247,4342
Drama,en,17.192,32000,54674.226,139,6.7,2735
Comedy,en,17.178,40000,44907.26,113,6.1,1138
Drama,en,17.177,6500,37300,120,7.8,1582
Drama,en,17.174,25000,34698.685,108,7.6,1042
Drama,en,17.15,60000,80154.14,127,6.9,1064
Comedy,en,17.142,75000,67631.903,123,6.3,832
Drama,en,17.117,10000,61621.14,96,7.3,3528
Drama,en,17.116,20000,5716.08,119,6.6,478
Drama,en,17.11,6000,25792.31,100,6.6,1337
Drama,en,17.104,5000,7230,114,6.2,236
Drama,en,17.096,1400,8400,139,8.154,1304
Drama,en,17.081,6000,9077.7,137,7.582,1530
Drama,en,17.072,60000,47386.287,122,7.485,2294
Drama,en,17.066,36000,20300.385,130,7,933
Drama,en,17.059,25000,114977.104,108,6.8,3817
Comedy,en,17.028,10000,21486.757,104,5.9,212
Comedy,en,17.016,72500,162966.177,106,6.3,1408
Drama,en,17.015,100000,291420.351,130,6.4,1536
Comedy,en,17.011,50000,33422.806,95,5.4,969
Drama,en,16.994,3000,44908,161,7.8,1728
Comedy,en,16.993,22000,63766.51,118,6.506,1187
Drama,en,16.986,32000,28258.06,137,7.2,2719
Comedy,en,16.976,20000,183936.074,100,6.499,3766
Comedy,en,16.975,10000,17287.309,97,5.9,961
Drama,en,16.972,8000,529.766,116,6.5,322
Comedy,en,16.958,6500,23686.027,93,6.789,1846
Drama,en,16.953,10000,27453.418,116,6.9,776
Comedy,en,16.927,21000,227799.884,105,6.7,1988
Comedy,en,16.927,11000,39055.536,108,6.9,1497
Comedy,en,16.924,15000,34533.783,108,7.466,4365
Comedy,en,16.922,9000,33556.631,89,6.5,1066
Drama,en,16.922,50000,73956.241,146,7.4,1206
Drama,en,16.901,38000,117094.902,122,6.9,2324
Drama,en,16.892,5000,18900,98,7,3176
Drama,en,16.881,18000,23000,129,7.971,3774
Drama,en,16.88,25000,67925.733,109,7,1339
Comedy,en,16.878,12000,77063.924,102,6.354,393
Drama,en,16.874,50000,49718.611,119,6.1,601
Drama,en,16.862,20000,4001.121,135,6.549,660
Comedy,en,16.839,3500.159,76578.641,112,6.3,1795
Drama,en,16.812,35000,78269.97,115,6.6,1798
Comedy,en,16.81,10000,25196.249,105,6.1,346
Comedy,en,16.795,7000,40693.477,88,5.8,547
Comedy,en,16.792,65000,36850.101,94,5.6,258
Drama,en,16.784,19000,45158.254,111,5.7,2076
Comedy,en,16.766,25000,34942.188,81,5.6,813
Comedy,en,16.755,33000,21274.717,87,5.3,782
Comedy,en,16.747,6400,40084.041,107,7.543,847
Comedy,en,16.743,20000,6485.961,106,7.2,480
Comedy,en,16.725,15000,79258.538,100,6.8,981
Drama,en,16.725,10000,7997.774,118,7.278,461
Comedy,en,16.71,24000,70181.428,105,6.4,490
Drama,en,16.698,30000,13001.257,114,6.9,563
Comedy,en,16.692,15000,1914.166,89,5.4,233
Drama,en,16.673,15500,3642.692,140,6.8,551
Drama,en,16.669,12000,58010.32,98,5.78,884
Drama,en,16.657,25000,135330.182,143,7.2,3263
Drama,en,16.654,15000,34604,128,7.7,1372
Comedy,en,16.653,15000,5024.782,90,5.9,257
Comedy,en,16.643,40000,132440.069,128,7.2,1244
Drama,en,16.615,10000,365.734,93,5.4,182
Comedy,en,16.603,35000,112544.58,125,7.347,3015
Comedy,en,16.586,30000,61700.416,105,6.2,900
Comedy,en,16.563,25000,52395.996,101,6.1,1490
Drama,en,16.557,15000,76286.096,111,7.137,1202
Drama,en,16.536,6500,54215.416,108,7.2,593
Comedy,en,16.527,12000,43493.123,107,6.3,1244
Drama,en,16.498,36000,88528.28,97,7.2,5019
Drama,en,16.497,9500,30862.156,111,6.9,504
Drama,en,16.478,20000,60427.839,124,7.3,2727
Comedy,en,16.472,200,4505.922,96,6.9,612
Comedy,en,16.461,5000,2379.154,100,6.1,1043
Comedy,en,16.442,31000,90753.806,115,6.6,1089
Comedy,en,16.437,11000,64088.552,120,7.5,1243
Drama,en,16.436,5000,31724.284,94,5.2,3517
Comedy,en,16.43,12500,49002.684,100,6,458
Comedy,en,16.406,4500,27092.88,90,6.8,1029
Drama,en,16.39,20000,24145.613,116,6.8,1795
Drama,en,16.383,18000,50083.616,115,7.3,1068
Comedy,en,16.379,6000,29180.28,94,7.034,1732
Comedy,en,16.37,45000,72028.752,90,6.1,736
Drama,en,16.368,22000,57479.076,108,6.3,884
Drama,en,16.366,15000,9104.716,103,7.328,1012
Drama,en,16.361,4500,3606.395,104,6.2,897
Comedy,en,16.353,3000,23144.499,98,5.538,395
Drama,en,16.351,25000,27685.016,86,6.4,571
Drama,en,16.344,60000,2927.708,109,6.514,723
Comedy,en,16.33,20000,117224.271,99,6.6,1303
Comedy,en,16.327,20000,30426.096,106,6.5,2094
