genres,original_language,popularity,budget,revenue,runtime,vote_average,vote_count
Drama,fr,12.559,14000.02,19777.647,112,7.6,994
Comedy,en,12.553,80000,164112.721,88,5.8,961
Drama,en,12.535,10000,37402.877,153,7,341
Comedy,en,12.512,2000,2340.11,94,5.3,611
Comedy,en,12.512,28000,38159.905,103,6.116,1727
Drama,en,12.512,5000,502.758,121,7.8,210
Comedy,en,12.506,10000,4366.46,101,6.754,1821
Drama,en,12.506,20000,21170.563,105,7,132
Comedy,en,12.501,5000,368744.044,95,6.5,1874
Drama,en,12.5,22000,77737.889,191,7.5,2002
Comedy,en,12.49,42000,138805.831,83,5.6,1465
Drama,en,12.484,70000,134748.021,133,6.1,1332
Comedy,fr,12.477,8700,15709.652,105,6.6,1435
Drama,en,12.475,11000,7847,93,6.709,1768
Drama,en,12.473,9000,103800,121,7.3,1321
Comedy,en,12.469,12000,25333.333,160,7.2,251
Drama,en,12.468,5500,26414.658,109,6.6,427
Comedy,en,12.465,13000,4619.014,78,5.5,275
Comedy,en,12.463,120000,48668.907,121,5.3,833
Drama,en,12.463,2000,7800,118,7.1,201
Drama,en,12.44,25000,166842.739,110,6.838,3240
Drama,en,12.436,15000,6908.797,120,6.8,174
Comedy,en,12.433,20000,89325.78,105,6.4,1148
Comedy,en,12.431,9500,7800,89,6.4,701
Comedy,fr,12.406,7546.57,29370.592,90,6.5,1603
Comedy,en,12.404,15000,36020.534,92,7.127,1556
Comedy,en,12.393,23000,46152.411,106,7.2,1908
Comedy,en,12.386,4000,31584.901,96,6.6,1443
Drama,en,12.385,27500,24748.67,120,6.5,574
Comedy,en,12.373,15000,30238.577,122,5.7,113
Drama,en,12.37,7500,42400,120,7.2,367
Drama,en,12.369,20000,47803.176,131,7.136,566
Drama,en,12.366,25485,37150,144,7.1,433
Drama,en,12.366,1237.669,2853.801,99,7.4,241
Comedy,en,12.357,27000,25023.434,114,6.521,703
Comedy,en,12.345,9000,20518.905,92,5.5,193
Drama,en,12.344,1821.052,1300,111,7.9,535
Comedy,en,12.341,55000,43042.835,91,6,1086
Drama,en,12.332,45000,21355.893,98,5.2,142
Comedy,en,12.33,13000,48065.672,93,5.8,1379
Drama,en,12.327,44000,48190.704,99,7,2011
Drama,en,12.313,2100,3800,111,7.4,379
Comedy,en,12.311,18000,68844.775,87,6.2,1220
Comedy,en,12.309,5000,97.798,99,6.6,213
Drama,en,12.307,15000,9918.093,104,6.9,2011
Comedy,en,12.3,20000,11585.483,93,6.076,330
Comedy,en,12.29,20000,27058.304,96,6,268
Comedy,en,12.272,750,4424.699,86,6.8,1242
Comedy,en,12.261,70000,67112.664,111,5.3,727
Comedy,fr,12.255,700,850,116,7.9,534
Comedy,en,12.246,25000,39404.261,102,5.7,444
Comedy,en,12.242,7500,296999.813,93,6.3,2037
Comedy,en,12.237,15000,40590,96,6.7,242
Comedy,en,12.235,25000,53213.633,106,6.8,124
Comedy,en,12.224,15000,64256.513,97,7,792
Drama,en,12.224,11500,409.832,108,6.9,394
Drama,en,12.222,13000,2689.799,110,6.5,168
Drama,en,12.221,60000,49000,111,6.9,1328
Drama,en,12.218,800,1591,129,7.8,796
Drama,en,12.212,1202,2948.5,103,7.6,293
Drama,en,12.199,25000,38307.627,124,6.8,538
Drama,en,12.191,15000,123384.128,103,6.973,1116
Drama,en,12.188,9600,5383.097,125,6.6,430
Comedy,en,12.182,37000,37962.774,110,5.4,857
Comedy,en,12.182,3300,20653.717,93,7.3,1063
Drama,en,12.18,28000,1749.201,137,5.9,534
Comedy,en,12.176,13000,27500,94,5.9,215
Drama,en,12.168,17000,42426.912,107,6,702
Drama,fr,12.162,13000,2651.917,110,5.6,169
Drama,en,12.153,19000,4750,188,6.6,153
Drama,en,12.147,7000,24964.89,97,7.304,1370
Comedy,en,12.14,40000,48198.019,95,6.1,861
Comedy,en,12.133,11000,4491.986,109,4.652,138
Comedy,en,12.125,5000,346.592,97,6.1,262
Comedy,en,12.123,8100,21095.683,106,6,156
Comedy,en,12.121,8000,12952.019,106,6.7,353
Drama,en,12.121,4100,12008.376,107,6.911,174
Comedy,en,12.112,38000,24516.772,99,5.772,160
Comedy,en,12.11,25000,16162.58,111,5.9,508
Drama,en,12.11,7000,54600,92,7.1,814
Drama,en,12.108,8000,18948.425,112,7,276
Comedy,fr,12.107,9458.736,24563.629,93,6.3,1193
Comedy,en,12.105,25000,48782.67,118,6,1170
Comedy,en,12.101,20000,15400,99,5.9,325
Comedy,en,12.094,75000,119483.446,102,6.6,1251
Comedy,en,12.092,20000,80547.866,82,4.235,1089
Drama,en,12.086,1000,2300,96,7.8,1138
Comedy,en,12.086,8000,65200,97,7.1,491
Drama,en,12.078,12500,76338.111,101,6.7,2195
Comedy,en,12.076,24000,9576.495,97,5.9,357
Comedy,en,12.072,10000,25605.015,100,6.3,447
Drama,en,12.07,7500,26096.852,100,6.9,1153
Comedy,en,12.035,10000,9950.133,107,6.7,298
Drama,en,12.028,10000,85978.266,122,6.4,616
Drama,en,12.02,15000,19158.074,90,6.6,404
Drama,en,12.02,37000,26250.02,105,5.5,1831
Comedy,en,12.01,35000,103121.466,105,6,797
Comedy,en,12.005,34000,19693.891,104,5.4,158
Comedy,en,12.004,2500,205.068,85,6.1,234
Drama,en,11.989,2000,7600,134,7.7,799
Drama,en,11.987,70000,116672.912,116,6.3,1132
Comedy,en,11.977,3000,3221.568,100,6.9,279
Drama,en,11.975,24000,88545.092,126,7.001,987
Comedy,en,11.968,29000,33157.615,111,6.2,1489
Comedy,en,11.954,54000,7266.209,122,4.1,398
Drama,en,11.954,20000,75597.042,127,6.7,358
Comedy,en,11.951,33000,8408.835,124,5.8,334
Comedy,en,11.938,13000,20768.906,98,6.4,1423
Comedy,en,11.938,15000,15785.148,103,7.182,2319
Comedy,en,11.936,2500,324.138,96,6.6,1291
Comedy,en,11.934,35000,18317.151,96,6.6,588
Comedy,en,11.929,26000,34585.416,108,6.876,704
Drama,en,11.909,15000,16633.035,111,6.8,921
Comedy,en,11.908,850,1243.961,85,5.9,257
Drama,en,11.9,30000,61255.921,118,6.9,452
Drama,en,11.879,1114,2610,99,7.1,95
Drama,fr,11.872,14500,22963.701,128,6.7,321
Comedy,en,11.862,17000,16980.098,95,5.7,435
Drama,en,11.85,6000,285,91,5.8,363
Drama,en,11.85,32000,40222.729,106,6.411,410
Drama,en,11.849,5500,5483.299,107,6.6,647
Drama,en,11.843,12000,23726.793,119,5.1,347
Drama,en,11.833,900,381.42,96,6.2,205
Comedy,en,11.833,51000,36911.617,101,5.2,266
Drama,en,11.831,10000,21587.7,130,7,2426
Drama,en,11.828,2000,11224.491,104,7.3,650
Drama,en,11.821,12000,10051.659,118,7.3,532
Drama,en,11.817,3100,20000,118,7.5,502
Comedy,en,11.815,6000,12793.213,104,6.3,413
Drama,en,11.812,14000,16400,163,6.6,374
Drama,en,11.812,15000,868.439,119,6.5,264
Comedy,en,11.81,11000,10224.116,90,5,140
Drama,en,11.807,30000,23619.609,107,5.9,842
Comedy,en,11.806,85000,131426.169,102,5,1374
Drama,en,11.805,900,17549.645,82,7.373,1081
Drama,en,11.802,32000,16800,121,6.6,879
Drama,en,11.797,625,42432.803,105,7.5,272
Drama,en,11.79,72000,37317.558,152,6.8,623
Comedy,en,11.788,28000,47118.057,102,5.9,178
Drama,fr,11.786,22000,17709.155,116,7.4,760
Comedy,en,11.783,10000,221.59,99,5.717,127
Drama,en,11.769,35000,103000,105,7.4,480
Drama,en,11.765,40000,9243.14,144,5.807,122
Comedy,en,11.761,18000,39321.715,95,6,400
Drama,en,11.754,15000,52501.541,115,7,2191
Drama,en,11.749,500,8679.814,88,7.4,548
Drama,en,11.742,1500,1309.316,98,6.9,513
Drama,fr,11.739,4000,41424.067,120,6.6,301
Drama,en,11.722,55000,8461.686,124,5.6,228
Comedy,en,11.722,8000,59612.888,98,6.7,550
Comedy,en,11.718,20000,45833.132,97,6.55,479
Drama,en,11.718,11500,20079.85,99,6.6,660
Comedy,en,11.713,7000,95461.682,97,6.5,349
Drama,en,11.709,10000,28641.776,120,7.1,599
Comedy,en,11.709,121,1500,74,7.9,383
Comedy,en,11.701,14000,14343.028,87,4.557,342
Comedy,en,11.699,35000,23083.334,112,6.3,834
Comedy,en,11.697,15600,11620.337,119,6.5,387
Comedy,en,11.693,18500,7305.209,92,5.5,209
Comedy,en,11.693,30000,103.971,100,6.3,224
Comedy,en,11.692,20000,57041.866,123,6.7,213
Comedy,en,11.684,4000,22384.741,102,6.455,693
Drama,en,11.682,27000,21500,193,7.4,722
Drama,en,11.661,5500,35892.33,105,7.4,551
Comedy,en,11.661,6000,58809.149,99,6.592,1151
Drama,en,11.646,28000,64445.708,135,7.075,510
Drama,en,11.645,2100,23650,171,7.8,509
Drama,fr,11.642,13442.285,12500,105,6.6,644
Comedy,en,11.638,24000,13700,84,5.333,114
Drama,fr,11.631,7000,6860.853,95,6.9,817
Comedy,en,11.622,10000,10571.408,98,6.5,303
Comedy,en,11.616,226.408,1423,91,7.5,364
Drama,en,11.613,7000,5664.764,119,7.3,1019
Drama,en,11.602,230,2260.712,92,7,2185
Drama,en,11.598,3800,23689.877,122,7.9,1425
Drama,en,11.597,700,1015.744,104,7,293
Comedy,en,11.591,14000,21409.028,103,5.7,111
Drama,en,11.591,83,1500,87,6.5,205
Drama,en,11.589,30000,74787.599,132,6.6,226
Comedy,en,11.586,4478.25,88823.111,97,6.2,775
Comedy,en,11.58,19000,11081.586,96,6,303
Drama,en,11.58,23000,5820.015,104,6.5,130
Comedy,en,11.565,32000,59927.618,97,5.3,409
Drama,en,11.543,30000,33448.971,139,6.8,454
Comedy,en,11.537,40000,93151.591,116,6,182
Drama,en,11.534,25000,30120.671,102,4.9,419
Comedy,en,11.521,17000,15779.455,98,6.6,492
Comedy,fr,11.507,25000,48531.47,154,7.1,1378
Comedy,en,11.506,10000,33478.921,100,6.2,579
Drama,en,11.498,1000,9138.338,95,6.9,466
Comedy,en,11.498,2500,26386,100,6.422,192
Comedy,en,11.498,3000,3982.459,92,6.129,336
Comedy,en,11.491,15000,69800,109,6,319
Comedy,en,11.489,11000,15313.606,121,7.3,562
Comedy,en,11.488,25000,25601.244,125,5.822,558
Comedy,en,11.487,4500,3813.293,86,6,343
Drama,en,11.485,30000,1451.343,98,6.2,335
Comedy,en,11.483,350,1499.275,86,6.378,193
Drama,en,11.465,500,3000,112,7.1,1775
Drama,en,11.465,31000,106683.817,112,6.6,423
Comedy,en,11.456,4500,10609.321,97,7.5,1171
Comedy,en,11.442,19000,5059.608,85,5.5,307
Drama,en,11.428,12000,499.62,106,5.5,143
Drama,en,11.426,424,2100,115,6.7,98
Drama,en,11.422,8000,41400,101,7.2,312
Comedy,en,11.413,30000,8454.301,134,7.1,364
Drama,en,11.41,50000,46112.64,138,6.52,352
Drama,en,11.405,20000,5642.478,111,6.57,371
Comedy,en,11.4,25000,36351.35,105,6.2,426
Comedy,en,11.399,30000,9898.412,100,6.3,527
Drama,en,11.396,9750,558,99,6.1,307
Drama,fr,11.395,20800,8600,149,7.5,358
Drama,en,11.393,30000,24900,106,6,384
Drama,en,11.393,25000,5549.2,96,5.705,427
Comedy,fr,11.387,17200,23800,115,6.9,1268
Drama,en,11.387,10000,3428.048,115,7,1001
Drama,en,11.385,10000,47536.959,110,7.357,1447
Drama,fr,11.378,13000,4857.367,120,6.769,630
Comedy,en,11.357,38000,299288.605,105,6.596,2286
Comedy,en,11.338,3000,4000,115,7.6,301
Comedy,en,11.336,15500,7385.434,95,6.5,925
Comedy,en,11.335,25000,30626.182,105,5.7,268
Drama,en,11.333,37665,14655.628,113,5.2,284
Comedy,en,11.332,13500,11285.588,104,7.296,888
Comedy,en,11.321,1200,7000,99,7,699
Comedy,en,11.318,5000,4709.246,93,5.6,112
Drama,fr,11.301,10000,17511.906,111,7.3,628
Drama,en,11.3,25000,28831.145,110,6.7,794
Drama,en,11.287,2000,120.62,90,6.6,150
Comedy,en,11.285,35000,16176.732,88,4.6,581
Drama,en,11.285,500,2500,106,7.8,241
Comedy,en,11.282,6000,389.866,97,6.2,116
Comedy,fr,11.276,13000,23727.301,129,6.6,578
Comedy,en,11.272,30000,75000,84,4.5,323
Comedy,en,11.263,15000,201957.688,111,6.1,2116
Drama,en,11.26,11000,13300,125,7.192,299
Comedy,en,11.26,3000,15119.639,106,6.9,368
Drama,en,11.255,23000,9368.242,86,6.1,180
Drama,en,11.255,9000,8996.802,123,6.7,842
Comedy,en,11.254,350,17343.596,99,6,173
Drama,en,11.253,5000,12000,123,6.8,375
Comedy,en,11.25,25000,22611.954,84,5.6,497
Comedy,en,11.238,1000,10013.424,97,6.1,172
Drama,en,11.232,4550,21300,133,7.2,326
Comedy,en,11.223,7000,1040.879,91,6.7,925
Drama,en,11.222,14000,8863.193,107,6.557,546
Drama,en,11.219,19100,5728.213,109,6.7,478
Drama,en,11.211,1500,2000,113,7.1,806
Drama,en,11.195,43000,80049.764,136,7.1,932
Comedy,en,11.192,15000,95904.091,119,7.2,558
Drama,en,11.176,35000,635.096,138,6.4,155
Comedy,en,11.164,25000,14902.041,103,6.8,853
Drama,en,11.164,10000,13082.071,91,5.3,626
Drama,en,11.158,10000,969.204,124,7,128
Comedy,en,11.156,8000,27362.712,109,6.7,95
Drama,en,11.146,8000,14788.642,98,6.1,626
Comedy,en,11.134,10000,3400.278,116,6.356,945
Drama,en,11.133,11000,27391.084,95,6.537,2176
Comedy,en,11.132,2000,11833.696,82,6.7,607
Drama,en,11.126,31000,24185.781,101,6.8,442
Drama,en,11.123,37000,95404.397,113,7,577
Drama,en,11.121,15000,10367.161,124,7.253,376
Comedy,en,11.117,35000,69307.224,91,5.7,755
Comedy,en,11.109,15000,29331.068,89,5.6,787
Drama,en,11.094,8000,18124.262,129,7,311
Drama,en,11.092,4500,1500,123,7.1,266
Drama,en,11.089,47000,12379.402,104,5.9,269
Drama,en,11.086,8000,108423.749,132,7.1,628
Comedy,en,11.077,16000,50007.546,114,5.1,294
Comedy,en,11.075,9000,40471.663,97,6.78,946
Drama,en,11.073,850,819.939,108,6.8,221
Comedy,en,11.065,7000,21600,98,5.9,131
Comedy,en,11.064,1200,2600,85,7,502
Comedy,en,11.059,45000,4956.701,120,6.562,290
Drama,en,11.051,60000,38332.994,109,6.7,677
Drama,en,11.043,30000,18618.284,108,6.8,526
Drama,en,11.033,2000,4635.3,85,6.9,2377
Comedy,fr,11.032,12500,78599.508,80,7.765,1639
Comedy,en,11.028,10000,38068.353,98,5.6,208
Comedy,fr,11.024,11000,245144.417,106,6.7,2190
Drama,en,11.005,15000,30226.144,126,7.195,497
Drama,en,10.998,35000,27333.835,141,6.9,461
Drama,en,10.997,20000,22222.308,124,7.2,917
Comedy,en,10.989,15000,33035.736,110,6.799,3400
Comedy,en,10.981,20000,12482.775,101,6.118,825
Drama,en,10.979,5000,7951.247,112,6.9,346
Drama,en,10.977,19800,41296.32,103,6.6,1147
Drama,en,10.957,20000,27640.028,110,5.929,869
Comedy,en,10.957,6500,51079.064,114,6.7,257
Comedy,en,10.954,30000,19526.014,87,5.6,479
Comedy,en,10.942,5000,25200,135,7.5,326
Comedy,en,10.93,20000,18599.102,90,6.2,530
Comedy,en,10.929,14700,14603.177,103,5.864,427
Drama,en,10.922,12000,20354.321,122,6.718,131
Drama,en,10.921,7200,68392.977,111,6.7,303
Drama,en,10.908,10000,610.986,101,6.11,301
Comedy,en,10.907,15000,6414.729,89,5,253
Comedy,en,10.9,30000,4212.494,97,5.8,999
Comedy,en,10.898,10000,21458.229,104,5.9,113
Drama,fr,10.891,10600,8000,130,7.198,689
Comedy,en,10.886,41000,8179.416,100,6,671
Drama,en,10.885,6500,2401.51,116,6.537,694
Drama,en,10.879,6400,2500,93,5.9,140
Comedy,en,10.875,5000,16174.377,91,6.6,645
Drama,en,10.875,7500,6715.067,111,6.1,169
Drama,en,10.874,1250,6000,118,7.2,318
Drama,en,10.874,80000,34105.207,124,6.4,519
Comedy,en,10.866,8000,11715.321,113,6.31,195
Drama,en,10.848,15000,6340.723,98,5.5,258
Drama,en,10.846,19800,87754.044,137,6.9,913
Comedy,en,10.841,4500,35000,104,5.4,126
Comedy,en,10.835,15000,3020.664,100,5.412,285
Comedy,en,10.834,1500,1400,93,7,994
Drama,en,10.833,35000,29196.409,105,7.2,913
Drama,en,10.828,1300,29133,119,7.7,541
Comedy,en,10.823,10000,3916.303,100,5.7,307
Comedy,en,10.822,5635,6981,113,7.1,477
Comedy,en,10.809,35000,20298.207,101,6.1,615
Comedy,en,10.798,35000,21819.348,90,5.9,1044
Drama,en,10.798,8000,60.641,95,6.6,141
Drama,en,10.793,6000,1752.988,99,4.1,1205
Comedy,en,10.788,10000,19875.74,107,5.5,126
Drama,en,10.787,16000,5867.686,117,6.3,735
Drama,en,10.771,22000,25806.953,108,6.5,651
Drama,en,10.753,5000,5144.717,91,6.7,527
Drama,en,10.753,7000,249.601,89,6.4,243
Comedy,en,10.751,6788,13878.334,103,6,297
Comedy,en,10.751,40000,8479.793,94,5.2,280
Comedy,en,10.714,42000,41083.864,126,6.662,269
Drama,en,10.71,13500,29027.914,107,7,511
Drama,en,10.709,70000,56709.981,115,6.4,360
Comedy,en,10.706,9000,25308.147,87,6.2,422
Comedy,en,10.705,28000,41230.799,109,6.522,277
Drama,en,10.705,15000,1143.856,90,5.4,194
Comedy,en,10.703,325,4500,105,7.9,989
Drama,en,10.699,700,4911.725,107,6.646,747
Drama,en,10.697,447.524,771.317,101,4.8,202
Drama,en,10.691,25000,10113.733,102,5.951,145
Drama,en,10.69,1300,116.799,89,6.6,526
Comedy,fr,10.67,11000,13935.41,110,7.4,838
Comedy,en,10.669,600,3000,91,7.279,233
Drama,en,10.669,8500,42000,134,6.5,377
Comedy,en,10.663,18000,41325.328,100,5.8,649
Comedy,en,10.663,3000,10700,92,6.8,119
Drama,en,10.653,22000,5271.666,104,4.6,118
Drama,en,10.651,25000,8307.227,103,5.9,637
Drama,en,10.645,23000,19652.638,111,6.7,311
Comedy,en,10.645,25000,18634.654,86,5.8,128
Comedy,en,10.639,30000,59945.183,127,6.1,527
Drama,en,10.634,5000,2152.738,118,7.1,1630
Comedy,en,10.634,26000,116400,102,6.7,670
Drama,en,10.623,25000,10719.357,99,4.7,134
Comedy,en,10.622,7000,10569.964,95,5.9,219
Drama,en,10.62,15000,4882.577,104,6.5,602
Drama,en,10.617,15000,18144.644,114,7,504
Comedy,en,10.601,25000,2800,111,7.1,867
Comedy,en,10.596,27000,9411.042,106,6.7,256
Comedy,en,10.591,3000,870.532,81,5.881,138
Drama,en,10.589,19032.261,5000,128,6.4,166
Drama,en,10.584,40000,9793.496,130,7.2,231
Comedy,en,10.563,9000,1034.214,104,6,365
Comedy,en,10.561,15000,80640.528,102,6.865,754
Drama,en,10.56,25000,8400,118,6.3,139
Comedy,en,10.56,4900,2159.041,97,6.4,384
Drama,en,10.549,1800,21107.746,93,6.813,921
Comedy,en,10.547,6000,15.071,90,6.6,576
Drama,en,10.546,21800,22997.992,118,6.1,226
Comedy,en,10.539,10000,4791.599,91,6.1,397
Comedy,en,10.532,12468.389,29007.412,97,5.8,398
Comedy,en,10.528,2500,3750,134,7,156
Comedy,en,10.527,12000,61141.03,93,5.2,516
Drama,en,10.527,4000,2826.523,114,6.8,426
Comedy,en,10.511,24000,43455.23,91,6.5,443
Comedy,en,10.505,11000,75000,107,6.9,636
Drama,fr,10.503,12840.746,82.264,108,6.7,300
Drama,en,10.503,12000,35485.056,100,6.3,735
Comedy,en,10.499,20000,126297.83,124,6.7,530
Comedy,en,10.496,500,98.017,82,6,839
Drama,en,10.487,22000,9479.718,105,5.3,596
Comedy,en,10.478,5000,10100,92,6.421,397
Comedy,en,10.475,800,4812.444,83,7.1,235
Comedy,en,10.471,12000,28237.488,118,6.246,238
Drama,en,10.46,45000,117615.211,119,6.699,946
Drama,en,10.457,1000,5284.309,90,6.7,559
Comedy,en,10.457,45000,53854.588,135,6,442
Comedy,fr,10.448,1100,20424.259,92,6.9,338
Comedy,en,10.44,5000,5879.254,105,6.222,169
Drama,en,10.44,18000,24174.885,116,6.9,646
Comedy,en,10.438,10000,24420.923,98,7,922
Drama,en,10.437,28000,47951.979,137,6.9,506
Drama,fr,10.432,3100,1024.575,72,7.1,233
Drama,fr,10.416,200,460,118,7.9,444
Drama,en,10.415,25000,11207.13,113,6.1,211
Drama,en,10.409,5000,43884.652,100,7.5,2779
Comedy,en,10.402,30000,30000,105,5.5,173
Drama,en,10.399,15000,20601.987,117,6.2,221
Comedy,en,10.388,1200,1500,99,7.9,559
Comedy,en,10.377,27000,17286.299,110,6,643
Drama,en,10.373,8000,5634.828,113,6.3,405
Drama,en,10.37,100,1938.783,92,6.7,1355
Comedy,fr,10.365,9700,16955.173,87,7.3,675
Drama,en,10.362,10000,35600,131,6.949,284
Drama,en,10.358,30000,105834.556,125,6.824,1049
Comedy,fr,10.355,18900,25498.16,98,4.9,326
Drama,en,10.351,1200,2500,109,7.6,122
Drama,en,10.349,15000,8235.661,124,7.2,1412
Drama,en,10.341,343,3000,90,7.5,320
Comedy,en,10.339,35000,31611.225,115,5.9,193
Comedy,en,10.329,10000,1895.782,89,5.4,378
Drama,en,10.325,21000,28008.462,109,6.1,403
Drama,en,10.324,25000,13411.957,107,7.1,641
Drama,en,10.318,100,11000,193,6.072,452
Drama,en,10.315,25000,11790.979,118,7.023,1097
Drama,en,10.313,6000,6174.491,116,6.8,657
Comedy,en,10.311,14000,115.592,106,6.5,146
Comedy,en,10.298,6500,33759.266,98,5.669,257
Drama,en,10.288,15000,9902.115,94,5.9,234
Drama,en,10.288,25000,10115.013,100,6.4,320
Drama,en,10.283,27000,14859.394,124,6.7,181
Comedy,en,10.282,8000,5656.388,97,4.9,104
Comedy,en,10.281,15000,26712.476,110,6.42,308
Comedy,en,10.271,45000,16809.014,103,5.5,288
Comedy,en,10.271,4000,38251.425,93,7.8,3394
Comedy,en,10.254,28000,7002.261,108,5.9,444
Drama,en,10.254,6400,35057.696,99,6.7,1164
Comedy,en,10.251,2900,5000,136,7.2,140
Drama,en,10.245,18000,82264.675,111,6.7,392
Drama,en,10.243,18000,4536.348,102,5.9,238
Drama,en,10.237,9000,28607.524,114,7.1,411
Comedy,en,10.235,5000,24816.118,90,6.1,810
Comedy,en,10.233,39000,37956.793,90,5.802,301
Comedy,en,10.228,9000,39946.78,96,7.8,2050
Comedy,en,10.227,35000,76700,104,6.128,1355
Drama,en,10.226,12000,6754.898,116,5.8,202
Drama,en,10.224,1400,4468,99,6.6,234
Comedy,en,10.221,30000,11146.27,94,6.2,299
Drama,en,10.22,20000,22428.99,126,6.7,197
Drama,en,10.219,75000,113996.937,148,6.8,662
Drama,en,10.213,16000,12434.778,114,6.798,545
Drama,en,10.198,22000,25842,131,6.9,218
Comedy,en,10.192,2000,13539.709,94,7.2,1304
Comedy,en,10.178,1600,18750,102,7.1,262
Comedy,en,10.172,25000,51549.674,83,5.552,343
Drama,en,10.168,7000,191.125,127,6.6,117
Comedy,en,10.163,25000,12320.393,95,4.8,133
Drama,en,10.162,7000,1000,113,7.1,342
Drama,en,10.159,44000,3484.331,219,6.8,280
Drama,en,10.157,8394.751,4000,197,7.2,270
Drama,en,10.154,160,20710.513,85,7.4,1144
Drama,en,10.154,32000,5914.908,108,5.8,265
Drama,en,10.153,10000,6203.044,112,7.7,1332
Comedy,en,10.152,1365,2279,110,7.5,313
Comedy,en,10.139,8000,10848.783,92,5.8,480
Comedy,en,10.137,475,800,82,6.3,425
Comedy,fr,10.135,350,1500,90,7.3,349
Drama,en,10.13,40000,8638.163,135,6.7,531
Comedy,en,10.126,43000,6219.894,103,6.1,847
Drama,en,10.115,7000,7644.937,90,6.1,658
Drama,en,10.111,25100,29506.464,129,6.206,505
Drama,fr,10.11,6000,276.891,96,6.6,419
Comedy,en,10.105,18000,25312.387,94,6.088,410
Drama,en,10.101,30000,82150.642,124,7.2,1215
Comedy,en,10.099,30000,75055.07,98,5.9,1149
Drama,en,10.099,17500,27484.464,114,6.7,182
Comedy,en,10.099,12000,14919.57,118,7.3,445
Comedy,en,10.093,12000,12517.488,93,5.4,193
Drama,en,10.089,10000,4000,138,7,100
Drama,en,10.082,15000,1338.365,112,6.161,970
Drama,fr,10.08,10300,47.748,120,6.6,276
Comedy,en,10.076,1500,2300,92,6.7,530
Drama,en,10.071,2200,4000,133,7.3,199
Comedy,en,10.069,14000,62134.225,103,5.9,211
Comedy,en,10.069,64400,138191.428,102,5.7,719
Comedy,en,10.067,6000,41387.687,104,6.4,640
Comedy,en,10.064,28000,30031.874,90,5.7,361
Comedy,en,10.058,8000,29010.817,97,5.8,410
Comedy,en,10.056,3000,13000,88,6.4,149
Comedy,en,10.046,2500,165.623,88,5.281,183
Drama,en,10.039,3000,17570.324,108,7.7,700
Comedy,en,10.039,4500,18135.531,100,6.594,233
Drama,en,10.014,5900,51718.367,122,7.1,372
Drama,en,10.009,6000,498.088,86,5.4,122
Drama,en,9.999,9000,2000,161,6.9,256
Drama,en,9.996,13000,9480.198,100,6.5,120
Comedy,en,9.995,25000,119772.232,104,5.908,417
Drama,en,9.994,100,444.098,96,6.4,639
Comedy,en,9.992,10000,101300,111,6.5,362
Drama,en,9.987,13500,794.481,105,5.8,110
Comedy,en,9.975,18000,476684.675,103,7.427,10519
Comedy,en,9.974,7000,50888,108,6.678,510
Comedy,fr,9.974,20400,13450,117,5.6,603
Drama,en,9.972,38000,24690.441,111,6.3,324
Drama,en,9.97,38000,28121.1,106,6.3,272
Drama,en,9.968,3000,1448.076,119,6.175,251
Comedy,en,9.964,10000,103300,110,6.9,406
Comedy,en,9.962,9000,4350.774,81,5.9,116
Drama,en,9.96,12000,84.967,92,6.2,112
Comedy,en,9.957,50000,58900.031,96,6,260
Comedy,en,9.949,18000,46908.987,103,6.731,821
Comedy,en,9.941,13000,18637.201,107,5.6,551
Drama,en,9.933,15000,21766.271,113,5.6,440
Comedy,en,9.932,14000,11417.362,87,5.6,390
Comedy,fr,9.931,12000,3265.941,93,7,132
Comedy,en,9.925,17000,4603.929,107,6.4,173
Drama,en,9.924,8500,770.706,107,6.1,1057
Drama,fr,9.916,35000,15000,135,6.3,109
Drama,en,9.913,22000,41771.168,108,6.1,776
Comedy,en,9.901,1500,11098.131,81,6.96,783
Comedy,en,9.895,1000,100.688,90,5.6,135
Drama,en,9.893,20000,8380.329,97,6,229
Drama,en,9.892,4500,13417.292,142,7.6,502
Comedy,en,9.892,12000,3769.99,82,6.7,475
Drama,en,9.889,21000,970.816,91,6.4,757
Drama,en,9.883,1000,13350.369,103,7.067,394
Comedy,en,9.869,13000,24640.027,107,7,1561
Comedy,en,9.862,1200,18492.362,100,6.6,917
Comedy,en,9.86,15000,46905.889,111,5.8,269
Comedy,en,9.852,25000,9381.26,93,6.149,289
Comedy,en,9.851,13000,2636.637,125,6.5,413
Comedy,en,9.839,9000,16247.964,98,5.6,296
Drama,en,9.837,6600,1851.517,124,6.651,670
Comedy,en,9.833,800,5034.794,88,7.163,355
Drama,en,9.83,11000,17050.017,118,6.7,386
Drama,en,9.829,16000,20690.779,106,6.5,177
Drama,en,9.826,12000,30036,151,7.4,742
Comedy,en,9.817,5000,4040.588,110,6.3,164
Comedy,en,9.808,17000,42487.325,111,5.9,319
Drama,fr,9.807,5080.8,5460.628,104,5.9,204
Comedy,en,9.804,24000,33208.099,146,7.018,307
Drama,en,9.796,38000,17380.126,118,5.927,261
Drama,en,9.792,25000,92991.835,120,6.8,1438
Drama,en,9.79,210,5000,80,6.7,151
Drama,en,9.786,250,3542.353,90,6.4,951
Comedy,en,9.776,5000,9206.47,99,6.6,775
Drama,en,9.766,20000,4383.538,124,7.7,1188
